id,城市,观测时间,最高温度,最低温度,白天天气状况,晚间天气状况,白天风力,夜间风力,降水量,紫外线,湿度,能见度,云量
4306,庆阳,2025-05-06,25.0,13.0,晴,晴,1-3,1-3,0.0,5.0,35.0,25.0,16.0
4307,庆阳,2025-05-07,24.0,12.0,多云,阴,1-3,1-3,0.0,8.0,51.0,24.0,1.0
4308,庆阳,2025-05-08,21.0,10.0,小雨,小雨,1-3,3-4,0.0,5.0,47.0,24.0,5.0
4309,庆阳,2025-05-09,17.0,8.0,晴,晴,3-4,1-3,0.0,11.0,23.0,25.0,25.0
4310,庆阳,2025-05-10,24.0,9.0,晴,晴,1-3,1-3,0.0,11.0,22.0,25.0,0.0
4311,庆阳,2025-05-11,27.0,12.0,晴,晴,1-3,1-3,0.0,11.0,27.0,25.0,0.0
4312,庆阳,2025-05-12,29.0,15.0,多云,小雨,1-3,1-3,0.0,7.0,46.0,25.0,0.0
4313,武威,2025-05-06,26.0,11.0,晴,多云,1-3,1-3,0.0,11.0,38.0,25.0,17.0
4314,武威,2025-05-07,21.0,7.0,小雨,扬沙,1-3,1-3,0.9,5.0,44.0,24.0,58.0
4315,武威,2025-05-08,17.0,5.0,小雨,晴,4-5,1-3,0.0,6.0,41.0,24.0,25.0
4316,武威,2025-05-09,19.0,7.0,晴,晴,1-3,1-3,0.0,11.0,21.0,25.0,0.0
4317,武威,2025-05-10,25.0,11.0,晴,晴,1-3,1-3,0.0,11.0,14.0,25.0,0.0
4318,武威,2025-05-11,28.0,12.0,晴,晴,1-3,1-3,0.0,11.0,18.0,25.0,0.0
4319,武威,2025-05-12,26.0,10.0,多云,多云,1-3,1-3,0.0,4.0,37.0,25.0,0.0
4320,金昌,2025-05-06,25.0,12.0,晴,阵雨,1-3,1-3,0.0,10.0,34.0,25.0,15.0
4321,金昌,2025-05-07,22.0,7.0,多云,晴,1-3,1-3,0.0,4.0,37.0,24.0,1.0
4322,金昌,2025-05-08,19.0,3.0,小雨,晴,1-3,1-3,0.6,10.0,43.0,24.0,48.0
4323,金昌,2025-05-09,19.0,7.0,晴,晴,1-3,1-3,0.0,11.0,15.0,25.0,0.0
4324,金昌,2025-05-10,26.0,11.0,晴,晴,1-3,1-3,0.0,11.0,8.0,25.0,0.0
4325,金昌,2025-05-11,29.0,13.0,晴,多云,1-3,1-3,0.0,11.0,16.0,25.0,0.0
4326,金昌,2025-05-12,27.0,16.0,多云,多云,1-3,1-3,0.0,4.0,25.0,25.0,0.0
4327,张掖,2025-05-06,23.0,10.0,多云,小雨,3-4,1-3,0.0,10.0,41.0,23.0,12.0
4328,张掖,2025-05-07,23.0,7.0,小雨,小雨,1-3,1-3,0.0,7.0,42.0,24.0,25.0
4329,张掖,2025-05-08,20.0,5.0,小雨,晴,1-3,1-3,2.1,10.0,35.0,24.0,67.0
4330,张掖,2025-05-09,21.0,3.0,晴,晴,1-3,1-3,0.0,10.0,13.0,25.0,0.0
4331,张掖,2025-05-10,27.0,8.0,晴,晴,1-3,1-3,0.0,11.0,10.0,25.0,0.0
4332,张掖,2025-05-11,29.0,9.0,晴,晴,1-3,1-3,0.0,11.0,21.0,25.0,0.0
4333,张掖,2025-05-12,27.0,10.0,晴,晴,1-3,1-3,0.0,6.0,27.0,25.0,0.0
4334,酒泉,2025-05-06,20.0,10.0,小雨,小雨,1-3,3-4,0.8,4.0,31.0,24.0,58.0
4335,酒泉,2025-05-07,24.0,5.0,小雨,小雨,4-5,1-3,1.5,10.0,41.0,24.0,60.0
4336,酒泉,2025-05-08,20.0,5.0,晴,晴,1-3,1-3,0.0,10.0,28.0,24.0,0.0
4337,酒泉,2025-05-09,20.0,7.0,晴,晴,1-3,1-3,0.0,10.0,13.0,25.0,0.0
4338,酒泉,2025-05-10,26.0,13.0,晴,晴,1-3,1-3,0.0,10.0,9.0,25.0,0.0
4339,酒泉,2025-05-11,28.0,13.0,晴,晴,1-3,1-3,0.0,6.0,21.0,25.0,0.0
4340,酒泉,2025-05-12,26.0,13.0,晴,晴,1-3,1-3,0.0,9.0,29.0,25.0,0.0
4341,天水,2025-05-06,28.0,11.0,多云,晴,1-3,1-3,0.0,5.0,80.0,25.0,16.0
4342,天水,2025-05-07,24.0,13.0,多云,雷阵雨,1-3,1-3,0.0,5.0,81.0,24.0,4.0
4343,天水,2025-05-08,26.0,6.0,多云,多云,1-3,1-3,0.0,7.0,52.0,24.0,25.0
4344,天水,2025-05-09,23.0,9.0,晴,晴,1-3,1-3,0.0,11.0,34.0,25.0,0.0
4345,天水,2025-05-10,28.0,10.0,晴,晴,1-3,1-3,0.0,12.0,60.0,25.0,0.0
4346,天水,2025-05-11,28.0,12.0,晴,多云,1-3,1-3,0.0,12.0,58.0,25.0,0.0
4347,天水,2025-05-12,27.0,11.0,小雨,小雨,1-3,1-3,0.0,4.0,61.0,25.0,9.0
4348,陇南,2025-05-06,29.0,14.0,多云,多云,1-3,1-3,0.0,4.0,94.0,19.0,16.0
4349,陇南,2025-05-07,27.0,16.0,小雨,小雨,1-3,1-3,0.3,6.0,86.0,23.0,40.0
4350,陇南,2025-05-08,30.0,11.0,小雨,小雨,1-3,1-3,1.7,7.0,66.0,24.0,64.0
4351,陇南,2025-05-09,24.0,11.0,多云,晴,1-3,1-3,0.0,12.0,44.0,25.0,2.0
4352,陇南,2025-05-10,27.0,12.0,晴,晴,1-3,1-3,0.0,12.0,70.0,25.0,0.0
4353,陇南,2025-05-11,26.0,14.0,晴,多云,1-3,1-3,0.0,12.0,73.0,25.0,1.0
4354,陇南,2025-05-12,25.0,14.0,小雨,小雨,1-3,1-3,1.0,6.0,62.0,25.0,40.0
4355,临夏,2025-05-06,24.0,7.0,晴,晴,1-3,1-3,0.0,9.0,51.0,25.0,15.0
4356,临夏,2025-05-07,21.0,4.0,阴,多云,1-3,1-3,0.0,5.0,67.0,24.0,25.0
4357,临夏,2025-05-08,21.0,3.0,小雨,晴,1-3,1-3,0.0,12.0,55.0,24.0,3.0
4358,临夏,2025-05-09,17.0,1.0,晴,晴,1-3,1-3,0.0,10.0,31.0,25.0,1.0
4359,临夏,2025-05-10,23.0,3.0,晴,晴,1-3,1-3,0.0,12.0,27.0,25.0,0.0
4360,临夏,2025-05-11,25.0,6.0,晴,多云,1-3,1-3,0.0,12.0,19.0,25.0,0.0
4361,临夏,2025-05-12,26.0,9.0,多云,晴,1-3,1-3,0.0,4.0,44.0,25.0,1.0
4362,甘南,2025-05-06,20.0,0.0,晴,多云,1-3,1-3,0.0,7.0,63.0,25.0,25.0
4363,甘南,2025-05-07,19.0,0.0,小雨,小雨,1-3,1-3,0.0,5.0,87.0,24.0,25.0
4364,甘南,2025-05-08,17.0,-3.0,晴,晴,1-3,1-3,0.0,12.0,71.0,24.0,25.0
4365,甘南,2025-05-09,12.0,-4.0,多云,晴,1-3,1-3,0.0,12.0,43.0,25.0,1.0
4366,甘南,2025-05-10,17.0,-3.0,晴,晴,1-3,1-3,0.0,13.0,29.0,25.0,0.0
4367,甘南,2025-05-11,20.0,-2.0,晴,多云,1-3,1-3,0.0,13.0,31.0,25.0,0.0
4368,甘南,2025-05-12,19.0,-1.0,小雨,晴,1-3,1-3,0.1,5.0,66.0,25.0,36.0
4369,白银,2025-05-06,25.0,10.0,晴,多云,1-3,1-3,0.0,11.0,36.0,25.0,17.0
4370,白银,2025-05-07,22.0,8.0,多云,小雨,1-3,1-3,0.0,11.0,58.0,24.0,1.0
4371,白银,2025-05-08,18.0,3.0,小雨,多云,1-3,1-3,3.0,5.0,49.0,24.0,70.0
4372,白银,2025-05-09,17.0,5.0,多云,晴,1-3,1-3,0.0,11.0,24.0,25.0,0.0
4373,白银,2025-05-10,22.0,8.0,晴,晴,1-3,1-3,0.0,11.0,15.0,25.0,0.0
4374,白银,2025-05-11,26.0,11.0,晴,晴,1-3,1-3,0.0,11.0,16.0,25.0,0.0
4375,白银,2025-05-12,25.0,10.0,晴,晴,1-3,1-3,0.0,4.0,30.0,25.0,0.0
4376,嘉峪关,2025-05-06,20.0,11.0,阵雨,多云,3-4,3-4,0.0,5.0,34.0,25.0,25.0
4377,嘉峪关,2025-05-07,22.0,7.0,阴,阴,5-6,3-4,1.2,10.0,42.0,24.0,60.0
4378,嘉峪关,2025-05-08,16.0,7.0,晴,晴,1-3,1-3,0.0,10.0,27.0,25.0,0.0
4379,嘉峪关,2025-05-09,20.0,8.0,晴,晴,1-3,1-3,0.0,10.0,13.0,25.0,0.0
4380,嘉峪关,2025-05-10,26.0,13.0,晴,晴,1-3,1-3,0.0,10.0,9.0,25.0,0.0
4381,嘉峪关,2025-05-11,28.0,14.0,晴,晴,3-4,1-3,0.0,6.0,23.0,25.0,0.0
4382,嘉峪关,2025-05-12,26.0,13.0,晴,晴,3-4,1-3,0.0,10.0,31.0,25.0,0.0
4383,银川,2025-05-06,26.0,12.0,晴,多云,1-3,1-3,0.0,10.0,30.0,25.0,15.0
4384,银川,2025-05-07,24.0,14.0,多云,多云,1-3,1-3,0.0,10.0,36.0,25.0,1.0
4385,银川,2025-05-08,20.0,9.0,扬沙,多云,3-4,1-3,0.5,5.0,44.0,24.0,47.0
4386,银川,2025-05-09,20.0,9.0,多云,晴,3-4,1-3,0.0,10.0,17.0,25.0,1.0
4387,银川,2025-05-10,24.0,12.0,晴,晴,1-3,1-3,0.0,10.0,10.0,25.0,0.0
4388,银川,2025-05-11,29.0,13.0,晴,多云,1-3,1-3,0.0,11.0,16.0,25.0,0.0
4389,银川,2025-05-12,30.0,13.0,多云,多云,1-3,1-3,0.0,4.0,17.0,25.0,0.0
4390,石嘴山,2025-05-06,24.0,9.0,晴,多云,1-3,1-3,0.0,10.0,33.0,25.0,16.0
4391,石嘴山,2025-05-07,24.0,11.0,多云,多云,1-3,1-3,0.0,6.0,37.0,24.0,1.0
4392,石嘴山,2025-05-08,19.0,6.0,小雨,多云,3-4,1-3,1.5,7.0,56.0,25.0,63.0
4393,石嘴山,2025-05-09,17.0,6.0,多云,晴,3-4,1-3,0.0,10.0,21.0,25.0,25.0
4394,石嘴山,2025-05-10,21.0,8.0,晴,晴,1-3,1-3,0.0,10.0,11.0,25.0,0.0
4395,石嘴山,2025-05-11,26.0,10.0,晴,多云,1-3,1-3,0.0,10.0,19.0,25.0,0.0
4396,石嘴山,2025-05-12,28.0,11.0,多云,多云,1-3,1-3,0.0,5.0,19.0,25.0,0.0
4397,吴忠,2025-05-06,27.0,11.0,晴,多云,1-3,1-3,0.0,10.0,32.0,25.0,16.0
4398,吴忠,2025-05-07,24.0,12.0,多云,多云,3-4,1-3,0.0,5.0,42.0,25.0,1.0
4399,吴忠,2025-05-08,20.0,8.0,扬沙,多云,3-4,1-3,0.0,5.0,55.0,25.0,25.0
4400,吴忠,2025-05-09,20.0,9.0,多云,晴,3-4,1-3,0.5,11.0,20.0,25.0,55.0
4401,吴忠,2025-05-10,24.0,11.0,晴,晴,3-4,1-3,0.0,11.0,12.0,25.0,0.0
4402,吴忠,2025-05-11,27.0,12.0,晴,多云,1-3,1-3,0.0,11.0,18.0,25.0,0.0
4403,吴忠,2025-05-12,30.0,13.0,多云,多云,1-3,1-3,0.0,4.0,18.0,25.0,0.0
4404,固原,2025-05-06,23.0,9.0,晴,多云,1-3,1-3,0.0,8.0,69.0,25.0,15.0
4405,固原,2025-05-07,20.0,10.0,多云,多云,1-3,1-3,0.0,5.0,49.0,25.0,2.0
4406,固原,2025-05-08,21.0,6.0,小雨,多云,3-4,1-3,0.0,11.0,54.0,24.0,3.0
4407,固原,2025-05-09,16.0,6.0,多云,晴,3-4,1-3,0.0,11.0,24.0,25.0,0.0
4408,固原,2025-05-10,22.0,10.0,晴,晴,1-3,1-3,0.0,12.0,35.0,25.0,0.0
4409,固原,2025-05-11,25.0,11.0,晴,多云,1-3,1-3,0.0,12.0,30.0,25.0,0.0
4410,固原,2025-05-12,27.0,13.0,多云,多云,1-3,1-3,0.0,4.0,41.0,25.0,25.0
4411,中卫,2025-05-06,27.0,11.0,晴,多云,1-3,1-3,0.0,10.0,33.0,25.0,15.0
4412,中卫,2025-05-07,24.0,12.0,多云,多云,1-3,1-3,0.0,9.0,44.0,25.0,2.0
4413,中卫,2025-05-08,19.0,7.0,扬沙,多云,3-4,1-3,0.0,4.0,54.0,25.0,3.0
4414,中卫,2025-05-09,19.0,7.0,多云,晴,3-4,1-3,0.0,11.0,19.0,25.0,25.0
4415,中卫,2025-05-10,24.0,10.0,晴,晴,1-3,1-3,0.0,11.0,9.0,25.0,0.0
4416,中卫,2025-05-11,29.0,6.0,晴,多云,1-3,1-3,0.0,11.0,16.0,25.0,0.0
4417,中卫,2025-05-12,29.0,12.0,多云,多云,1-3,1-3,0.0,4.0,22.0,25.0,0.0
4418,郑州,2025-05-06,27.0,16.0,多云,晴,1-3,1-3,0.0,5.0,32.0,25.0,15.0
4419,郑州,2025-05-07,31.0,19.0,多云,阴,1-3,1-3,0.0,11.0,43.0,25.0,4.0
4420,郑州,2025-05-08,26.0,18.0,阴,多云,1-3,1-3,0.0,4.0,60.0,25.0,7.0
4421,郑州,2025-05-09,27.0,16.0,晴,晴,3-4,1-3,0.0,11.0,35.0,25.0,0.0
4422,郑州,2025-05-10,28.0,14.0,多云,晴,1-3,1-3,0.0,11.0,15.0,25.0,1.0
4423,郑州,2025-05-11,33.0,20.0,晴,多云,1-3,1-3,0.0,11.0,35.0,25.0,0.0
4424,郑州,2025-05-12,35.0,22.0,多云,阴,1-3,1-3,0.0,6.0,42.0,25.0,0.0
4425,安阳,2025-05-06,24.0,13.0,晴,晴,1-3,1-3,0.0,10.0,40.0,25.0,15.0
4426,安阳,2025-05-07,26.0,16.0,小雨,阴,1-3,1-3,0.0,4.0,41.0,25.0,11.0
4427,安阳,2025-05-08,26.0,15.0,阴,小雨,1-3,1-3,0.0,5.0,89.0,24.0,23.0
4428,安阳,2025-05-09,27.0,13.0,多云,多云,1-3,1-3,0.0,10.0,45.0,24.0,2.0
4429,安阳,2025-05-10,26.0,14.0,多云,晴,1-3,1-3,0.0,7.0,14.0,25.0,1.0
4430,安阳,2025-05-11,32.0,17.0,晴,多云,1-3,1-3,0.0,11.0,23.0,25.0,0.0
4431,安阳,2025-05-12,37.0,22.0,阴,阴,1-3,1-3,0.0,5.0,39.0,25.0,0.0
4432,新乡,2025-05-06,25.0,13.0,晴,多云,1-3,1-3,0.0,7.0,35.0,25.0,16.0
4433,新乡,2025-05-07,29.0,16.0,多云,阴,1-3,1-3,0.0,10.0,39.0,25.0,12.0
4434,新乡,2025-05-08,25.0,15.0,阴,多云,1-3,1-3,0.0,4.0,85.0,24.0,11.0
4435,新乡,2025-05-09,27.0,13.0,晴,晴,3-4,1-3,0.0,11.0,47.0,24.0,0.0
4436,新乡,2025-05-10,28.0,13.0,多云,晴,1-3,1-3,0.0,11.0,17.0,25.0,0.0
4437,新乡,2025-05-11,32.0,17.0,晴,多云,1-3,1-3,0.0,11.0,32.0,25.0,0.0
4438,新乡,2025-05-12,35.0,20.0,阴,阴,1-3,1-3,0.0,5.0,43.0,25.0,0.0
4439,许昌,2025-05-06,25.0,13.0,多云,多云,1-3,1-3,0.0,10.0,36.0,25.0,14.0
4440,许昌,2025-05-07,29.0,16.0,阴,阴,1-3,1-3,0.0,11.0,55.0,25.0,1.0
4441,许昌,2025-05-08,25.0,13.0,小雨,阴,1-3,1-3,1.1,4.0,76.0,24.0,60.0
4442,许昌,2025-05-09,27.0,13.0,晴,晴,3-4,1-3,0.0,11.0,60.0,25.0,0.0
4443,许昌,2025-05-10,28.0,10.0,多云,晴,1-3,1-3,0.0,11.0,22.0,25.0,1.0
4444,许昌,2025-05-11,33.0,15.0,晴,多云,1-3,1-3,0.0,11.0,46.0,25.0,0.0
4445,许昌,2025-05-12,36.0,18.0,阴,阴,1-3,1-3,0.0,10.0,49.0,25.0,0.0
4446,平顶山,2025-05-06,27.0,17.0,多云,多云,1-3,1-3,0.0,11.0,36.0,25.0,14.0
4447,平顶山,2025-05-07,30.0,18.0,阴,阴,1-3,1-3,0.0,11.0,52.0,25.0,1.0
4448,平顶山,2025-05-08,24.0,18.0,小雨,阴,1-3,1-3,9.6,4.0,72.0,24.0,83.0
4449,平顶山,2025-05-09,27.0,16.0,晴,晴,1-3,1-3,0.0,11.0,51.0,25.0,0.0
4450,平顶山,2025-05-10,28.0,11.0,晴,晴,1-3,1-3,0.0,11.0,24.0,25.0,0.0
4451,平顶山,2025-05-11,31.0,16.0,晴,多云,1-3,1-3,0.0,11.0,45.0,25.0,0.0
4452,平顶山,2025-05-12,33.0,20.0,多云,阴,1-3,1-3,0.0,11.0,49.0,25.0,0.0
4453,信阳,2025-05-06,26.0,18.0,阴,多云,1-3,1-3,0.0,5.0,45.0,25.0,14.0
4454,信阳,2025-05-07,32.0,19.0,阴,小雨,1-3,1-3,0.0,11.0,71.0,24.0,0.0
4455,信阳,2025-05-08,24.0,18.0,大雨,阴,1-3,1-3,25.3,3.0,88.0,24.0,93.0
4456,信阳,2025-05-09,28.0,17.0,多云,多云,1-3,1-3,0.0,11.0,62.0,25.0,0.0
4457,信阳,2025-05-10,27.0,15.0,晴,晴,1-3,1-3,0.0,11.0,77.0,25.0,0.0
4458,信阳,2025-05-11,30.0,19.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4459,信阳,2025-05-12,32.0,22.0,多云,阴,1-3,1-3,0.0,11.0,56.0,25.0,0.0
4460,南阳,2025-05-06,27.0,14.0,阴,多云,1-3,1-3,0.0,9.0,40.0,25.0,15.0
4461,南阳,2025-05-07,31.0,17.0,多云,小雨,1-3,1-3,0.0,11.0,69.0,15.0,1.0
4462,南阳,2025-05-08,24.0,14.0,中雨,阴,1-3,1-3,17.5,3.0,87.0,24.0,96.0
4463,南阳,2025-05-09,28.0,13.0,晴,多云,1-3,1-3,0.0,11.0,54.0,25.0,0.0
4464,南阳,2025-05-10,29.0,13.0,晴,晴,1-3,1-3,0.0,11.0,53.0,25.0,0.0
4465,南阳,2025-05-11,31.0,16.0,晴,多云,1-3,1-3,0.0,11.0,55.0,25.0,0.0
4466,南阳,2025-05-12,32.0,18.0,阴,阴,1-3,1-3,0.0,7.0,56.0,25.0,0.0
4467,开封,2025-05-06,24.0,15.0,阴,多云,1-3,1-3,0.0,6.0,37.0,25.0,15.0
4468,开封,2025-05-07,30.0,18.0,多云,小雨,1-3,1-3,0.0,11.0,49.0,24.0,4.0
4469,开封,2025-05-08,25.0,17.0,中雨,阴,1-3,1-3,0.0,4.0,87.0,24.0,11.0
4470,开封,2025-05-09,28.0,15.0,晴,晴,3-4,1-3,0.0,11.0,58.0,24.0,0.0
4471,开封,2025-05-10,27.0,14.0,晴,晴,1-3,1-3,0.0,11.0,21.0,25.0,0.0
4472,开封,2025-05-11,33.0,18.0,晴,多云,1-3,1-3,0.0,11.0,38.0,25.0,0.0
4473,开封,2025-05-12,35.0,20.0,阴,阴,1-3,1-3,0.0,7.0,45.0,25.0,0.0
4474,洛阳,2025-05-06,28.0,15.0,阴,晴,1-3,1-3,0.0,5.0,34.0,25.0,15.0
4475,洛阳,2025-05-07,28.0,18.0,阴,阴,1-3,1-3,0.0,11.0,42.0,25.0,2.0
4476,洛阳,2025-05-08,26.0,18.0,阴,多云,1-3,1-3,0.0,4.0,64.0,25.0,25.0
4477,洛阳,2025-05-09,26.0,16.0,晴,晴,3-4,3-4,0.0,11.0,22.0,25.0,0.0
4478,洛阳,2025-05-10,26.0,12.0,多云,晴,1-3,1-3,0.0,11.0,21.0,25.0,0.0
4479,洛阳,2025-05-11,33.0,15.0,晴,晴,1-3,1-3,0.0,11.0,37.0,25.0,0.0
4480,洛阳,2025-05-12,36.0,19.0,多云,阴,1-3,1-3,0.0,11.0,42.0,25.0,0.0
4481,商丘,2025-05-06,24.0,12.0,多云,多云,1-3,1-3,0.0,9.0,50.0,25.0,13.0
4482,商丘,2025-05-07,27.0,15.0,多云,阴,1-3,1-3,0.0,11.0,57.0,25.0,2.0
4483,商丘,2025-05-08,23.0,13.0,小雨,小雨,1-3,1-3,0.7,4.0,84.0,24.0,55.0
4484,商丘,2025-05-09,27.0,12.0,多云,多云,1-3,1-3,0.0,11.0,70.0,25.0,2.0
4485,商丘,2025-05-10,26.0,9.0,多云,晴,1-3,1-3,0.0,11.0,29.0,25.0,1.0
4486,商丘,2025-05-11,31.0,15.0,晴,晴,1-3,1-3,0.0,11.0,46.0,25.0,0.0
4487,商丘,2025-05-12,34.0,19.0,多云,阴,1-3,1-3,0.0,11.0,41.0,25.0,0.0
4488,焦作,2025-05-06,27.0,18.0,晴,晴,1-3,1-3,0.0,6.0,29.0,25.0,17.0
4489,焦作,2025-05-07,30.0,20.0,晴,阴,1-3,1-3,0.0,10.0,36.0,25.0,5.0
4490,焦作,2025-05-08,28.0,19.0,阴,多云,1-3,1-3,0.0,4.0,63.0,24.0,9.0
4491,焦作,2025-05-09,27.0,14.0,晴,晴,3-4,1-3,0.0,11.0,28.0,24.0,0.0
4492,焦作,2025-05-10,30.0,14.0,晴,晴,1-3,1-3,0.0,11.0,13.0,25.0,0.0
4493,焦作,2025-05-11,32.0,21.0,晴,多云,1-3,1-3,0.0,11.0,25.0,25.0,0.0
4494,焦作,2025-05-12,35.0,23.0,阴,阴,1-3,1-3,0.0,7.0,28.0,25.0,0.0
4495,鹤壁,2025-05-06,24.0,12.0,晴,晴,1-3,1-3,0.0,10.0,37.0,25.0,16.0
4496,鹤壁,2025-05-07,27.0,15.0,多云,阴,1-3,1-3,0.0,9.0,41.0,25.0,16.0
4497,鹤壁,2025-05-08,25.0,14.0,阴,小雨,1-3,1-3,0.0,5.0,92.0,23.0,23.0
4498,鹤壁,2025-05-09,27.0,11.0,多云,多云,3-4,3-4,0.0,10.0,29.0,24.0,1.0
4499,鹤壁,2025-05-10,27.0,13.0,多云,晴,1-3,1-3,0.0,11.0,15.0,25.0,0.0
4500,鹤壁,2025-05-11,33.0,16.0,多云,多云,1-3,1-3,0.0,11.0,27.0,25.0,0.0
4501,鹤壁,2025-05-12,36.0,18.0,阴,阴,1-3,1-3,0.0,5.0,42.0,25.0,0.0
4502,濮阳,2025-05-06,23.0,14.0,晴,晴,1-3,1-3,0.0,8.0,46.0,25.0,13.0
4503,濮阳,2025-05-07,26.0,16.0,多云,阴,1-3,1-3,0.0,7.0,48.0,24.0,9.0
4504,濮阳,2025-05-08,25.0,16.0,阴,小雨,1-3,1-3,0.0,5.0,87.0,24.0,14.0
4505,濮阳,2025-05-09,26.0,12.0,小雨,多云,1-3,1-3,0.0,10.0,72.0,24.0,25.0
4506,濮阳,2025-05-10,27.0,13.0,多云,晴,1-3,1-3,0.0,11.0,21.0,25.0,2.0
4507,濮阳,2025-05-11,32.0,18.0,多云,多云,1-3,1-3,0.0,11.0,31.0,25.0,0.0
4508,濮阳,2025-05-12,35.0,19.0,阴,阴,1-3,1-3,0.0,6.0,39.0,25.0,0.0
4509,周口,2025-05-06,26.0,17.0,阴,多云,1-3,1-3,0.0,11.0,43.0,25.0,13.0
4510,周口,2025-05-07,31.0,20.0,多云,阴,1-3,1-3,0.0,11.0,60.0,25.0,1.0
4511,周口,2025-05-08,25.0,18.0,小雨,阴,1-3,1-3,5.1,4.0,89.0,24.0,80.0
4512,周口,2025-05-09,28.0,16.0,晴,晴,3-4,1-3,0.0,11.0,63.0,24.0,0.0
4513,周口,2025-05-10,28.0,15.0,晴,晴,1-3,1-3,0.0,11.0,38.0,25.0,1.0
4514,周口,2025-05-11,32.0,18.0,多云,晴,1-3,1-3,0.0,11.0,50.0,25.0,0.0
4515,周口,2025-05-12,35.0,21.0,多云,阴,1-3,1-3,0.0,11.0,50.0,25.0,0.0
4516,漯河,2025-05-06,27.0,15.0,阴,多云,1-3,1-3,0.0,11.0,38.0,25.0,14.0
4517,漯河,2025-05-07,31.0,19.0,多云,小雨,1-3,1-3,0.0,11.0,59.0,25.0,1.0
4518,漯河,2025-05-08,26.0,16.0,中雨,阴,1-3,1-3,4.1,4.0,80.0,24.0,72.0
4519,漯河,2025-05-09,29.0,16.0,晴,晴,3-4,1-3,0.0,11.0,61.0,25.0,0.0
4520,漯河,2025-05-10,29.0,15.0,晴,晴,1-3,1-3,0.0,11.0,29.0,25.0,0.0
4521,漯河,2025-05-11,34.0,20.0,晴,多云,1-3,1-3,0.0,11.0,53.0,25.0,0.0
4522,漯河,2025-05-12,35.0,21.0,阴,阴,1-3,1-3,0.0,7.0,53.0,25.0,0.0
4523,驻马店,2025-05-06,27.0,13.0,阴,多云,1-3,1-3,0.0,11.0,40.0,25.0,14.0
4524,驻马店,2025-05-07,31.0,16.0,多云,阴,1-3,1-3,0.0,11.0,59.0,25.0,1.0
4525,驻马店,2025-05-08,20.0,15.0,中雨,阴,1-3,1-3,10.4,3.0,85.0,24.0,91.0
4526,驻马店,2025-05-09,27.0,14.0,晴,晴,1-3,1-3,0.0,11.0,61.0,25.0,0.0
4527,驻马店,2025-05-10,26.0,12.0,晴,晴,1-3,1-3,0.0,11.0,51.0,25.0,0.0
4528,驻马店,2025-05-11,30.0,15.0,晴,晴,1-3,1-3,0.0,11.0,58.0,25.0,0.0
4529,驻马店,2025-05-12,32.0,20.0,多云,阴,1-3,1-3,0.0,11.0,55.0,25.0,0.0
4530,三门峡,2025-05-06,24.0,11.0,阴,晴,1-3,1-3,0.0,5.0,30.0,25.0,15.0
4531,三门峡,2025-05-07,28.0,13.0,阴,阴,1-3,1-3,0.0,11.0,42.0,25.0,2.0
4532,三门峡,2025-05-08,27.0,12.0,小雨,多云,1-3,1-3,0.6,7.0,65.0,25.0,55.0
4533,三门峡,2025-05-09,25.0,11.0,晴,晴,3-4,1-3,0.0,11.0,26.0,25.0,0.0
4534,三门峡,2025-05-10,25.0,11.0,多云,晴,1-3,1-3,0.0,11.0,20.0,25.0,0.0
4535,三门峡,2025-05-11,32.0,16.0,晴,晴,1-3,1-3,0.0,11.0,29.0,25.0,0.0
4536,三门峡,2025-05-12,34.0,17.0,阴,阴,1-3,1-3,0.0,9.0,32.0,25.0,0.0
4537,济源,2025-05-06,26.0,14.0,多云,晴,1-3,1-3,0.0,5.0,32.0,25.0,16.0
4538,济源,2025-05-07,30.0,19.0,多云,阴,1-3,1-3,0.0,11.0,39.0,25.0,3.0
4539,济源,2025-05-08,27.0,16.0,阴,多云,1-3,1-3,0.0,5.0,62.0,24.0,12.0
4540,济源,2025-05-09,26.0,14.0,晴,晴,1-3,1-3,0.0,11.0,25.0,25.0,0.0
4541,济源,2025-05-10,28.0,11.0,多云,晴,1-3,1-3,0.0,11.0,19.0,25.0,0.0
4542,济源,2025-05-11,31.0,15.0,晴,多云,1-3,1-3,0.0,11.0,28.0,25.0,0.0
4543,济源,2025-05-12,34.0,19.0,多云,阴,1-3,1-3,0.0,11.0,33.0,25.0,0.0
4544,南京,2025-05-06,25.0,15.0,多云,多云,4-5,1-3,0.0,11.0,75.0,25.0,13.0
4545,南京,2025-05-07,28.0,17.0,多云,阴,3-4,3-4,0.0,11.0,81.0,25.0,0.0
4546,南京,2025-05-08,24.0,18.0,大雨,中雨,4-5,4-5,23.4,4.0,92.0,24.0,92.0
4547,南京,2025-05-09,24.0,15.0,多云,多云,4-5,3-4,0.0,5.0,62.0,25.0,5.0
4548,南京,2025-05-10,21.0,13.0,多云,多云,3-4,1-3,0.0,6.0,60.0,25.0,0.0
4549,南京,2025-05-11,24.0,15.0,晴,晴,1-3,1-3,0.0,11.0,63.0,25.0,0.0
4550,南京,2025-05-12,28.0,17.0,多云,多云,1-3,1-3,0.0,11.0,49.0,25.0,0.0
4551,无锡,2025-05-06,26.0,14.0,多云,多云,1-3,1-3,0.0,11.0,73.0,25.0,13.0
